Time (sec), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s), Mag X (μT), Mag Y (μT), Mag Z (μT), Quat X, Quat Y, Quat Z, Quat W, Roll (deg), Pitch (deg), Yaw (deg), Δdistance (m), ΔYaw (rad), ΔX (m), ΔY (m)
3.52865,0.27127,0.260752,-9.5035,0.000834616,-0.000523159,-0.000681173,-2.36096e-05,-8.75345e-06,2.05683e-05,0.162455,-0.986506,-0.0113102,0.0169274,178.405,358.297,198.726,0,0,0,0,
3.55667,0.273671,0.242453,-9.50585,0.000819903,8.52533e-06,0.00140339,-2.32298e-05,-8.65852e-06,2.06521e-05,0.162785,-0.986452,-0.0112723,0.0169252,178.409,358.297,198.765,0,0,0,0,
3.5877,0.280873,0.251603,-9.46356,0.000737628,-0.000498852,-0.00121821,-2.32558e-05,-8.2294e-06,2.03848e-05,0.162912,-0.986431,-0.0112435,0.0169349,178.412,358.295,198.779,0,0,0,0,
3.61555,0.300078,0.263039,-9.47766,0.000183219,5.67008e-05,-0.000146657,-2.30021e-05,-8.06145e-06,2.02897e-05,0.162856,-0.986441,-0.0112238,0.0169419,178.414,358.294,198.773,0,0,0,0,
3.64204,0.292876,0.283625,-9.48236,-0.000864087,0.000560779,0.000392132,-2.3115e-05,-8.48691e-06,2.02182e-05,0.162986,-0.986418,-0.0112532,0.0169811,178.41,358.29,198.788,0,0,0,0,
3.67295,0.27127,0.25389,-9.50115,-0.000803117,-0.000467921,0.00193485,-2.2829e-05,-8.48326e-06,2.11734e-05,0.163357,-0.986357,-0.0112508,0.0169585,178.41,358.294,198.831,0,0,0,0,
3.7009,0.302478,0.233304,-9.5035,-0.000245586,0.000567913,-0.00226155,-2.32527e-05,-8.49549e-06,2.12751e-05,0.163586,-0.986319,-0.0112097,0.0169945,178.414,358.289,198.858,0,0,0,0,
3.73203,0.290475,0.267614,-9.5035,-0.000240769,-0.000992792,-0.000593543,-2.28995e-05,-8.48765e-06,2.17146e-05,0.163929,-0.986262,-0.0111803,0.0170088,178.416,358.287,198.898,0,0,0,0,
3.75967,0.288075,0.260752,-9.48471,0.000264959,-0.000958035,0.000435762,-2.30271e-05,-7.9672e-06,2.13846e-05,0.16379,-0.986285,-0.0111828,0.0170033,178.416,358.288,198.882,0,0,0,0,
3.79069,0.288075,0.244741,-9.5082,-0.000779806,0.00165657,-7.7039e-05,-2.351e-05,-8.30153e-06,2.12209e-05,0.163726,-0.986296,-0.011204,0.0169851,178.414,358.29,198.874,0,0,0,0,
3.82052,0.288075,0.260752,-9.49646,-0.000223387,3.23337e-05,-0.0010619,-2.3692e-05,-8.11936e-06,2.08131e-05,0.163529,-0.986328,-0.0112087,0.0169982,178.414,358.289,198.851,0,0,0,0,
3.85163,0.276071,0.256177,-9.5129,0.00132522,-0.000983503,0.00104044,-2.31431e-05,-8.30263e-06,2.04719e-05,0.163446,-0.986343,-0.0112072,0.0169557,178.415,358.293,198.841,0,0,0,0,
3.87892,0.266469,0.267614,-9.49176,0.000248572,-0.000429899,0.000471614,-2.32157e-05,-8.90667e-06,2.00851e-05,0.163822,-0.986281,-0.0111996,0.0169282,178.416,358.297,198.885,0,0,0,0,
3.90582,0.285674,0.263039,-9.49881,-0.000789333,0.000629149,-0.00110871,-2.35036e-05,-8.50665e-06,2.00862e-05,0.164002,-0.986251,-0.0111994,0.0169349,178.415,358.296,198.906,0,0,0,0,
3.93642,0.285674,0.258464,-9.49411,-0.00030043,0.00116601,-0.000548426,-2.37605e-05,-8.68483e-06,2.03298e-05,0.164104,-0.986234,-0.0111706,0.0169629,178.418,358.293,198.918,0,0,0,0,
3.96282,0.266469,0.247028,-9.52935,0.000208139,-0.000422353,0.00151731,-2.35703e-05,-8.35136e-06,2.12382e-05,0.16409,-0.986237,-0.0111342,0.0169339,178.422,358.295,198.916,0,0,0,0,
3.99047,0.288075,0.244741,-9.5129,0.000198228,0.000636337,-0.00060707,-2.31987e-05,-8.13764e-06,2.10832e-05,0.164007,-0.986252,-0.0110884,0.0169175,178.428,358.296,198.906,0,0,0,0,
4.0218,0.266469,0.285912,-9.46356,-0.0013367,-0.000397695,0.00091916,-2.28985e-05,-8.66923e-06,2.06071e-05,0.164278,-0.986206,-0.0111547,0.0168974,178.42,358.3,198.938,0,0,0,0,
4.04966,0.285674,0.272188,-9.48471,-0.000297036,0.00117911,0.000368621,-2.30382e-05,-8.6105e-06,2.06711e-05,0.164537,-0.986163,-0.0111734,0.0169026,178.418,358.3,198.968,0,0,0,0,
4.08103,0.290475,0.256177,-9.48471,-0.00132687,-0.000400299,-0.000683758,-2.32566e-05,-8.3018e-06,2.02322e-05,0.164666,-0.986141,-0.0111647,0.0169236,178.418,358.298,198.983,0,0,0,0,
4.10729,0.285674,0.276763,-9.49881,0.000281664,0.0011516,-0.000119399,-2.35218e-05,-8.3775e-06,2.09201e-05,0.164621,-0.986148,-0.0111703,0.0169429,178.417,358.296,198.978,0,0,0,0,
4.13674,0.297677,0.265326,-9.48001,0.000310937,6.93016e-05,-0.00116207,-2.41342e-05,-8.46121e-06,2.01676e-05,0.164454,-0.986175,-0.0111885,0.0170024,178.414,358.289,198.959,0,0,0,0,
4.16432,0.278472,0.276763,-9.48471,0.000333672,-0.000440774,0.000438619,-2.43517e-05,-8.48726e-06,2.06256e-05,0.164264,-0.986206,-0.0112287,0.0169875,178.41,358.291,198.937,0,0,0,0,
4.19166,0.290475,0.272188,-9.51055,-0.000708284,7.4476e-05,-0.000114068,-2.39507e-05,-7.70341e-06,2.069e-05,0.163715,-0.986297,-0.0112353,0.0169943,178.41,358.29,198.873,0,0,0,0,
